state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid
MT,8/17/2020,6,9,82,67,4,4
NC,8/17/2020,2,11,"1,304",903,20,8
ND,8/17/2020,12,14,76,65,3,1
NE,8/17/2020,10,14,131,105,58,52
NH,8/17/2020,2,2,33,12,0,0
NJ,8/17/2020,11,10,192,282,0,0
NM,8/17/2020,11,10,106,84,8,1
NV,8/17/2020,5,9,935,775,3,1
NY,8/17/2020,9,7,"1,476",579,189,113
OH,8/17/2020,8,10,"1,525",927,38,6
OK,8/17/2020,21,29,606,489,9,8
OR,8/17/2020,2,4,175,107,6,4
PA,8/17/2020,23,24,"1,008",598,58,24
PR,8/17/2020,6,7,382,238,18,1
RI,8/17/2020,2,2,80,77,2,2
SC,8/17/2020,43,46,"1,100",957,10,6
SD,8/17/2020,5,7,67,57,15,15
TN,8/17/2020,22,21,"1,261","1,044",13,6
TX,8/17/2020,117,124,"7,371","6,323",94,62
UT,8/17/2020,5,7,187,130,8,7
VA,8/17/2020,11,13,985,659,8,5
VI,8/17/2020,1,1,8,8,0,0
VT,8/17/2020,1,1,10,3,1,0
WA,8/17/2020,12,18,279,203,4,4
WI,8/17/2020,9,8,657,406,9,2
WV,8/17/2020,9,11,209,137,2,0
WY,8/17/2020,3,4,25,15,0,0
AK,8/16/2020,2,2,37,29,0,0
AL,8/16/2020,32,33,"1,517","1,291",36,27
AR,8/16/2020,23,23,648,437,21,14
AZ,8/16/2020,24,25,"1,209",975,18,11
CA,8/16/2020,82,88,"6,554","5,150",70,45
CO,8/16/2020,3,5,274,200,90,60
CT,8/16/2020,0,0,133,48,3,0
DC,8/16/2020,2,1,127,93,11,5
DE,8/16/2020,1,1,51,35,0,0
FL,8/16/2020,10,10,"6,591","6,052",718,44
GA,8/16/2020,41,43,"2,169","1,693",101,28
HI,8/16/2020,1,1,144,137,2,0
IA,8/16/2020,4,5,309,275,4,3
ID,8/16/2020,7,7,183,164,1,1
IL,8/16/2020,15,20,"1,609",772,78,24
IN,8/16/2020,12,13,888,540,28,3
KS,8/16/2020,20,24,295,184,4,3
KY,8/16/2020,2,4,558,414,18,1
LA,8/16/2020,40,45,968,"1,437",18,6
MA,8/16/2020,5,5,338,154,3,2
MD,8/16/2020,5,5,831,448,9,0
ME,8/16/2020,3,3,29,12,0,0
MI,8/16/2020,4,6,636,425,15,7
MN,8/16/2020,7,9,402,243,20,6
MO,8/16/2020,21,30,863,637,16,8
MS,8/16/2020,33,40,928,841,3,1
MT,8/16/2020,5,7,68,64,6,6
NC,8/16/2020,5,11,"1,183",820,18,8
ND,8/16/2020,12,13,76,59,3,2
NE,8/16/2020,10,12,145,118,50,42
NH,8/16/2020,2,4,32,13,0,0
NJ,8/16/2020,11,9,265,307,0,0
NM,8/16/2020,12,11,125,88,6,1
NV,8/16/2020,6,9,921,758,5,1
NY,8/16/2020,6,6,"1,444",567,191,117
OH,8/16/2020,9,11,"1,496",899,38,8
OK,8/16/2020,17,27,528,425,7,5
OR,8/16/2020,2,2,203,140,5,4
PA,8/16/2020,21,24,"1,005",588,13,8
PR,8/16/2020,6,7,358,252,23,1
RI,8/16/2020,2,2,80,80,2,2
SC,8/16/2020,43,46,"1,095",949,12,10
SD,8/16/2020,3,7,60,51,14,14
TN,8/16/2020,22,21,"1,166",969,15,8
TX,8/16/2020,118,132,"7,526","6,425",110,78
UT,8/16/2020,4,7,161,136,7,7
VA,8/16/2020,11,12,968,675,2,2
VI,8/16/2020,1,1,8,8,0,0
VT,8/16/2020,1,1,18,4,0,0
WA,8/16/2020,14,18,531,380,9,8
WI,8/16/2020,11,7,662,396,1,1
WV,8/16/2020,8,9,199,138,3,1
WY,8/16/2020,4,2,20,16,0,0
AK,8/15/2020,2,2,45,34,0,0
AL,8/15/2020,30,35,"1,499","1,258",41,28
AR,8/15/2020,26,24,674,420,21,13
AZ,8/15/2020,25,25,"1,211",967,16,9
CA,8/15/2020,92,108,"6,503","5,162",99,58
CO,8/15/2020,3,5,267,199,90,61
CT,8/15/2020,0,0,133,49,3,0
DC,8/15/2020,2,1,128,95,11,3
DE,8/15/2020,1,1,54,36,0,0
FL,8/15/2020,13,11,"6,724","6,144",660,55
GA,8/15/2020,42,45,"2,135","1,675",97,28
HI,8/15/2020,1,1,169,144,4,1
IA,8/15/2020,5,7,309,263,4,2
ID,8/15/2020,7,7,180,165,1,1
IL,8/15/2020,15,20,"1,606",767,63,20
IN,8/15/2020,11,14,892,534,31,3
KS,8/15/2020,21,24,272,187,8,3
KY,8/15/2020,1,3,592,420,21,0
LA,8/15/2020,39,45,940,"1,447",10,7
MA,8/15/2020,5,5,336,152,3,2
MD,8/15/2020,5,5,820,457,28,0
ME,8/15/2020,2,2,32,8,0,0
MI,8/15/2020,5,6,646,418,13,3
MN,8/15/2020,8,9,395,237,17,5
MO,8/15/2020,20,29,841,621,27,8
MS,8/15/2020,31,39,919,836,9,7
MT,8/15/2020,5,8,67,60,6,6
NC,8/15/2020,9,17,"1,040",783,23,9
ND,8/15/2020,12,13,86,71,3,2
NE,8/15/2020,10,11,129,105,55,42
NH,8/15/2020,2,5,30,11,0,0
NJ,8/15/2020,10,9,191,266,1,1
NM,8/15/2020,12,12,110,78,4,1
NV,8/15/2020,7,9,942,760,2,0
NY,8/15/2020,6,6,"1,496",564,86,17
OH,8/15/2020,9,11,"1,535",902,26,6
OK,8/15/2020,19,26,496,416,11,9
OR,8/15/2020,2,3,219,143,6,2
PA,8/15/2020,22,24,"1,018",589,62,53
PR,8/15/2020,7,8,377,239,21,2
RI,8/15/2020,2,2,83,83,5,5
SC,8/15/2020,43,46,"1,145",983,13,13
SD,8/15/2020,4,7,61,52,15,15
TN,8/15/2020,21,20,"1,187",985,14,9
TX,8/15/2020,108,126,"7,634","6,378",169,135
UT,8/15/2020,4,7,208,158,21,20
VA,8/15/2020,11,12,971,648,4,3
VI,8/15/2020,1,1,8,8,0,0
VT,8/15/2020,1,1,12,3,0,0
WA,8/15/2020,17,21,513,377,11,9
WI,8/15/2020,10,8,697,407,4,1
WV,8/15/2020,9,10,191,134,2,1
WY,8/15/2020,3,4,45,18,0,0
AK,8/14/2020,2,2,42,33,0,0
AL,8/14/2020,31,37,"1,541","1,331",34,24
AR,8/14/2020,28,27,692,432,17,13
AZ,8/14/2020,25,25,"1,273","1,024",18,9
CA,8/14/2020,95,110,"6,531","5,274",96,59
CO,8/14/2020,3,4,264,199,98,65
CT,8/14/2020,0,0,132,48,2,0
DC,8/14/2020,3,2,118,91,10,3
DE,8/14/2020,1,1,49,35,1,0
FL,8/14/2020,13,12,"6,938","6,368",719,49
GA,8/14/2020,39,45,"2,182","1,754",82,30
HI,8/14/2020,2,2,171,153,3,1
IA,8/14/2020,6,7,313,255,4,2
ID,8/14/2020,7,7,184,166,1,1
IL,8/14/2020,15,21,"1,641",806,60,15
IN,8/14/2020,19,18,878,524,12,1
KS,8/14/2020,22,26,283,187,9,5
KY,8/14/2020,1,4,621,433,20,1
LA,8/14/2020,39,45,"1,011","1,481",9,6
MA,8/14/2020,5,5,335,153,7,2
MD,8/14/2020,5,5,804,445,5,0
ME,8/14/2020,3,3,34,10,0,0
MI,8/14/2020,5,6,694,421,18,5
MN,8/14/2020,10,9,402,243,12,6
MO,8/14/2020,23,32,838,631,23,9
MS,8/14/2020,32,39,939,866,11,6
MT,8/14/2020,6,9,72,62,6,6
NC,8/14/2020,4,12,"1,101",784,18,9
ND,8/14/2020,12,14,98,84,3,2
NE,8/14/2020,12,12,130,99,68,47
NH,8/14/2020,4,5,35,13,0,0
NJ,8/14/2020,9,10,194,291,1,1
NM,8/14/2020,12,11,116,91,6,2
NV,8/14/2020,7,10,996,822,5,2
NY,8/14/2020,7,6,"1,498",569,107,20
OH,8/14/2020,9,12,"1,573",921,30,6
OK,8/14/2020,20,27,566,465,11,9
OR,8/14/2020,2,3,214,139,6,2
PA,8/14/2020,22,23,"1,123",605,68,55
PR,8/14/2020,8,9,423,249,18,2
RI,8/14/2020,2,2,82,79,6,6
SC,8/14/2020,43,46,"1,203","1,028",43,39
SD,8/14/2020,5,7,58,51,19,18
TN,8/14/2020,23,20,"1,294","1,087",17,10
TX,8/14/2020,104,130,"7,796","6,449",208,161
UT,8/14/2020,4,6,202,163,21,21
VA,8/14/2020,12,13,"1,012",669,3,1
VI,8/14/2020,1,1,6,6,0,0
VT,8/14/2020,1,1,13,3,0,0
WA,8/14/2020,14,17,517,370,12,9
WI,8/14/2020,9,10,703,405,3,1
WV,8/14/2020,8,8,197,136,1,1
WY,8/14/2020,3,4,42,15,0,0
AK,8/13/2020,2,2,53,30,2,0
AL,8/13/2020,33,37,"1,602","1,345",49,37
AR,8/13/2020,24,24,"1,586",434,84,14
AZ,8/13/2020,25,26,"1,311","1,074",18,9
CA,8/13/2020,81,94,"6,960","5,673",60,46
CO,8/13/2020,4,4,269,199,94,63
CT,8/13/2020,0,0,139,57,3,0
DC,8/13/2020,3,2,135,94,14,4
DE,8/13/2020,1,1,55,45,0,0
FL,8/13/2020,13,13,"7,301","6,676",739,54
GA,8/13/2020,40,45,"2,268","1,801",99,37
HI,8/13/2020,2,2,173,153,7,2
IA,8/13/2020,6,5,300,252,3,2
ID,8/13/2020,4,6,174,161,3,1
IL,8/13/2020,17,21,"1,658",792,73,16
IN,8/13/2020,19,19,850,522,14,4
KS,8/13/2020,22,25,276,188,5,1
KY,8/13/2020,1,4,657,455,19,2
LA,8/13/2020,42,45,"1,028","1,488",9,4
MA,8/13/2020,5,5,355,157,8,5
MD,8/13/2020,4,5,854,467,11,2
ME,8/13/2020,3,3,34,13,1,0
MI,8/13/2020,5,7,714,436,13,4
MN,8/13/2020,9,9,409,259,10,4
MO,8/13/2020,21,31,843,621,29,9
MS,8/13/2020,34,39,951,847,6,3
MT,8/13/2020,5,7,65,59,0,0
NC,8/13/2020,5,14,"1,179",806,20,9
ND,8/13/2020,12,14,115,90,3,2
NE,8/13/2020,11,12,132,96,70,47
NH,8/13/2020,4,5,32,13,1,1
NJ,8/13/2020,9,9,194,302,1,1
NM,8/13/2020,10,10,114,86,7,2
NV,8/13/2020,5,9,"1,013",804,0,3
NY,8/13/2020,6,5,"1,641",592,63,19
OH,8/13/2020,11,13,"1,769",964,36,6
OK,8/13/2020,21,27,640,508,17,11
OR,8/13/2020,4,4,231,145,12,2
PA,8/13/2020,21,23,"1,115",617,95,68
PR,8/13/2020,8,9,452,263,24,1
RI,8/13/2020,2,1,78,77,5,5
SC,8/13/2020,43,47,"1,280","1,091",21,14
SD,8/13/2020,4,6,57,48,20,19
TN,8/13/2020,22,20,"1,290","1,080",16,9
TX,8/13/2020,107,132,"7,951","6,513",175,144
UT,8/13/2020,3,6,198,163,23,22
VA,8/13/2020,12,14,"1,023",673,15,7
VI,8/13/2020,1,1,6,6,0,0
VT,8/13/2020,1,1,13,2,0,0
WA,8/13/2020,14,18,556,368,12,7
WI,8/13/2020,7,9,697,400,7,3
WV,8/13/2020,6,7,209,139,4,1
WY,8/13/2020,3,4,28,14,0,0
AK,8/12/2020,2,2,53,34,2,1
AL,8/12/2020,30,39,"1,596","1,364",30,23
AR,8/12/2020,26,25,"1,603",440,88,15
AZ,8/12/2020,25,26,"1,378","1,105",14,10
CA,8/12/2020,82,100,"6,722","5,430",76,49
CO,8/12/2020,3,4,292,214,103,61
CT,8/12/2020,0,0,135,64,2,0
DC,8/12/2020,2,1,136,94,16,6
DE,8/12/2020,1,1,55,43,2,0
FL,8/12/2020,9,10,"7,572","6,879",711,64
GA,8/12/2020,42,45,"2,308","1,842",90,36
HI,8/12/2020,1,1,176,150,3,1
IA,8/12/2020,5,6,310,252,8,2
ID,8/12/2020,5,6,204,179,2,2
IL,8/12/2020,15,20,"1,664",812,69,16
IN,8/12/2020,18,18,924,516,13,5
KS,8/12/2020,22,25,275,174,6,2
KY,8/12/2020,1,4,660,452,24,1
LA,8/12/2020,43,45,937,"1,351",12,7
MA,8/12/2020,5,5,362,155,6,4
MD,8/12/2020,5,5,937,492,13,2
ME,8/12/2020,3,3,36,13,0,0
MI,8/12/2020,4,7,728,444,14,3
MN,8/12/2020,10,10,420,264,4,2
MO,8/12/2020,21,30,810,605,15,5
MS,8/12/2020,29,39,985,867,2,2
MT,8/12/2020,5,8,73,62,1,0
NC,8/12/2020,4,15,"1,228",787,26,9
ND,8/12/2020,12,14,113,94,3,1
NE,8/12/2020,12,16,150,106,72,58
NH,8/12/2020,6,7,46,16,1,1
NJ,8/12/2020,8,9,194,298,1,1
NM,8/12/2020,12,10,134,96,9,2
NV,8/12/2020,5,9,"1,042",840,5,4
NY,8/12/2020,6,6,"1,673",595,59,18
OH,8/12/2020,10,12,"1,616",994,55,5
OK,8/12/2020,18,28,631,501,21,19
OR,8/12/2020,4,4,247,150,7,0
PA,8/12/2020,22,24,"1,153",651,97,67
PR,8/12/2020,8,9,435,276,22,8
RI,8/12/2020,2,2,78,78,6,6
SC,8/12/2020,43,47,"1,306","1,125",17,10
SD,8/12/2020,5,6,55,47,16,14
TN,8/12/2020,22,21,"1,344","1,086",14,10
TX,8/12/2020,107,128,"8,471","7,079",153,122
UT,8/12/2020,4,7,219,184,18,18
VA,8/12/2020,12,14,996,670,7,5
VI,8/12/2020,1,1,7,7,0,0
VT,8/12/2020,2,1,9,2,0,0
WA,8/12/2020,15,15,471,345,11,7
WI,8/12/2020,7,8,712,422,9,6
WV,8/12/2020,7,9,208,133,3,1
WY,8/12/2020,2,3,30,15,1,0
AK,8/11/2020,2,2,46,28,1,0
AL,8/11/2020,33,40,"1,706","1,482",52,41
AR,8/11/2020,25,25,"1,558",454,83,13
AZ,8/11/2020,28,29,"1,402","1,165",20,12
CA,8/11/2020,91,101,"6,845","5,567",89,54
CO,8/11/2020,4,4,295,213,100,59
CT,8/11/2020,0,0,186,58,2,1
DC,8/11/2020,1,1,128,94,16,6
DE,8/11/2020,1,1,65,45,0,0
FL,8/11/2020,6,10,"7,760","7,104",663,60
GA,8/11/2020,44,45,"2,361","1,878",288,236
HI,8/11/2020,1,1,164,138,3,1
IA,8/11/2020,5,4,323,246,5,3
ID,8/11/2020,5,7,206,185,3,2
IL,8/11/2020,17,20,"1,625",832,62,15
IN,8/11/2020,20,19,877,528,16,4
KS,8/11/2020,23,26,312,187,5,2
KY,8/11/2020,1,4,689,460,29,1
LA,8/11/2020,43,44,25,21,0,0
MA,8/11/2020,5,5,377,163,9,4
MD,8/11/2020,7,6,920,497,12,2
ME,8/11/2020,3,3,35,14,0,0
MI,8/11/2020,4,7,733,457,9,1
MN,8/11/2020,10,10,442,291,6,4
MO,8/11/2020,20,32,875,626,18,6
MS,8/11/2020,34,39,974,881,6,6
MT,8/11/2020,4,6,76,67,2,0
NC,8/11/2020,4,13,"1,287",787,22,10
ND,8/11/2020,12,14,112,90,1,1
NE,8/11/2020,13,14,143,112,73,52
NH,8/11/2020,3,6,47,18,0,0
NJ,8/11/2020,8,8,198,324,0,0
NM,8/11/2020,11,10,146,111,2,1
NV,8/11/2020,4,7,"1,052",870,4,4
NY,8/11/2020,5,6,"1,674",613,65,17
OH,8/11/2020,8,11,"1,943",991,47,11
OK,8/11/2020,20,25,615,450,11,9
OR,8/11/2020,3,4,238,142,6,1
PA,8/11/2020,21,22,"1,105",663,95,66
PR,8/11/2020,8,9,411,274,24,9
RI,8/11/2020,2,2,87,85,10,8
SC,8/11/2020,43,47,"1,351","1,161",19,14
SD,8/11/2020,5,6,60,52,19,18
TN,8/11/2020,23,19,"1,313","1,101",14,13
TX,8/11/2020,114,145,"8,611","7,130",153,124
UT,8/11/2020,4,7,238,192,23,19
VA,8/11/2020,12,14,"1,018",690,8,6
VI,8/11/2020,1,1,6,6,0,0
VT,8/11/2020,2,1,14,2,0,0
WA,8/11/2020,13,14,527,367,14,7
WI,8/11/2020,8,8,676,413,3,0
WV,8/11/2020,7,9,205,139,4,1
WY,8/11/2020,3,3,34,19,0,0
AK,8/10/2020,2,2,52,29,1,0
AL,8/10/2020,29,39,"1,673","1,479",87,74
AR,8/10/2020,25,23,"1,509",452,74,3
AZ,8/10/2020,23,25,"1,540","1,219",15,11
CA,8/10/2020,92,99,"7,086","5,789",81,59
CO,8/10/2020,6,7,307,214,107,66
CT,8/10/2020,0,0,177,71,0,0
DC,8/10/2020,1,2,236,211,18,6
DE,8/10/2020,1,1,62,41,0,0
FL,8/10/2020,9,12,"7,748","7,141",678,86
GA,8/10/2020,40,44,"2,290","1,820",96,35
HI,8/10/2020,1,1,172,148,6,2
IA,8/10/2020,6,5,318,245,6,3
ID,8/10/2020,4,5,212,184,4,2
IL,8/10/2020,17,20,"1,613",830,46,15
IN,8/10/2020,15,17,889,520,22,4
KS,8/10/2020,25,28,256,187,4,1
KY,8/10/2020,1,4,658,456,25,14
LA,8/10/2020,42,44,24,24,0,0
MA,8/10/2020,5,5,335,155,13,4
MD,8/10/2020,5,5,909,524,11,4
ME,8/10/2020,3,3,31,12,0,0
MI,8/10/2020,4,8,663,415,12,1
MN,8/10/2020,11,11,450,300,12,6
MO,8/10/2020,21,32,824,622,16,4
MS,8/10/2020,32,38,996,869,10,6
MT,8/10/2020,7,8,74,71,3,2
NC,8/10/2020,4,13,"1,208",803,17,10
ND,8/10/2020,11,14,106,88,1,1
NE,8/10/2020,12,13,150,116,74,52
NH,8/10/2020,4,6,46,19,0,0
NJ,8/10/2020,8,8,196,319,0,0
NM,8/10/2020,11,10,151,114,5,1
NV,8/10/2020,6,7,"1,019",874,2,3
NY,8/10/2020,7,7,"1,508",609,56,17
OH,8/10/2020,8,8,"1,717",978,32,3
OK,8/10/2020,23,32,650,496,7,7
OR,8/10/2020,2,4,231,136,2,1
PA,8/10/2020,22,22,"1,117",667,39,22
PR,8/10/2020,9,9,335,229,28,4
RI,8/10/2020,2,2,82,81,6,6
SC,8/10/2020,44,46,"1,326","1,170",13,12
SD,8/10/2020,4,6,57,49,20,18
TN,8/10/2020,19,19,"1,389","1,114",22,15
TX,8/10/2020,115,144,"8,707","7,356",197,166
UT,8/10/2020,5,7,216,187,20,19
VA,8/10/2020,13,14,993,644,8,6
VI,8/10/2020,1,1,6,6,0,0
VT,8/10/2020,1,1,12,2,1,0
WA,8/10/2020,15,17,487,368,15,6
WI,8/10/2020,7,7,663,440,8,0
WV,8/10/2020,8,9,198,132,4,1
WY,8/10/2020,2,2,39,21,1,0
AK,8/9/2020,2,2,47,23,1,0
AL,8/9/2020,30,33,"1,627","1,421",77,43
AR,8/9/2020,24,22,"1,472",442,90,16
AZ,8/9/2020,24,26,"1,506","1,318",22,14
CA,8/9/2020,77,85,"6,979","5,739",88,63
CO,8/9/2020,6,8,312,224,105,65
CT,8/9/2020,0,0,175,57,3,1
DC,8/9/2020,1,0,119,84,12,6
DE,8/9/2020,1,1,56,39,1,0
FL,8/9/2020,10,11,"7,846","7,242",638,91
GA,8/9/2020,43,45,"2,272","1,781",83,36
HI,8/9/2020,0,0,147,125,2,1
IA,8/9/2020,4,4,271,214,7,2
ID,8/9/2020,6,6,203,182,4,2
IL,8/9/2020,15,19,"1,630",789,44,15
IN,8/9/2020,11,15,859,498,15,3
KS,8/9/2020,21,25,274,181,5,2
KY,8/9/2020,1,3,646,421,71,17
LA,8/9/2020,41,45,24,23,0,0
MA,8/9/2020,4,4,304,153,12,6
MD,8/9/2020,5,5,898,528,14,4
ME,8/9/2020,3,3,31,13,2,1
MI,8/9/2020,3,8,648,397,12,2
MN,8/9/2020,8,10,440,284,20,15
MO,8/9/2020,20,32,808,608,21,9
MS,8/9/2020,33,39,"1,009",864,11,4
MT,8/9/2020,6,7,72,70,0,0
NC,8/9/2020,3,12,"1,282",895,20,9
ND,8/9/2020,12,13,103,81,4,3
NE,8/9/2020,10,11,185,129,6,1
NH,8/9/2020,4,7,41,20,0,0
NJ,8/9/2020,9,9,280,376,0,0
NM,8/9/2020,11,10,147,118,4,1
NV,8/9/2020,5,9,"1,059",880,4,1
NY,8/9/2020,7,7,"1,468",581,56,18
OH,8/9/2020,8,9,"1,646",959,29,5
OK,8/9/2020,19,27,532,416,4,4
OR,8/9/2020,2,3,202,125,2,0
PA,8/9/2020,21,21,"1,128",654,47,25
PR,8/9/2020,6,7,388,222,19,10
RI,8/9/2020,1,2,93,89,5,5
SC,8/9/2020,44,46,"1,335","1,154",9,6
SD,8/9/2020,2,6,59,48,16,15
TN,8/9/2020,18,16,"1,368","1,089",27,15
TX,8/9/2020,115,141,"8,559","7,290",154,125
UT,8/9/2020,5,7,230,186,21,21
VA,8/9/2020,13,14,954,654,13,11
VI,8/9/2020,1,1,8,8,0,0
VT,8/9/2020,1,1,10,0,0,0
WA,8/9/2020,13,17,468,364,13,5
WI,8/9/2020,6,7,636,404,3,2
WV,8/9/2020,10,10,197,127,4,1
WY,8/9/2020,4,4,43,22,0,0
AK,8/8/2020,2,2,56,28,0,0
AL,8/8/2020,29,36,"1,648","1,438",63,49
AR,8/8/2020,24,22,"1,497",434,87,16
AZ,8/8/2020,24,26,"1,564","1,330",20,15
CA,8/8/2020,91,107,"7,011","5,743",107,62
CO,8/8/2020,6,7,317,233,99,58
CT,8/8/2020,0,0,177,57,3,1
DC,8/8/2020,1,0,118,86,13,6
DE,8/8/2020,1,1,50,40,0,0
FL,8/8/2020,11,11,"7,922","7,321",694,86
GA,8/8/2020,43,45,"2,323","1,825",106,53
HI,8/8/2020,0,0,138,110,2,1
IA,8/8/2020,5,5,272,218,5,4
ID,8/8/2020,6,6,203,186,2,2
IL,8/8/2020,17,20,"1,582",772,53,15
IN,8/8/2020,11,16,906,505,12,2
KS,8/8/2020,21,25,306,194,4,1
KY,8/8/2020,1,3,645,393,31,9
LA,8/8/2020,43,45,29,25,0,0
MA,8/8/2020,5,5,333,163,8,5
MD,8/8/2020,5,5,940,538,13,8
ME,8/8/2020,3,3,24,10,2,1
MI,8/8/2020,4,8,637,393,20,5
MN,8/8/2020,8,10,426,291,79,3
MO,8/8/2020,19,31,780,583,28,14
MS,8/8/2020,32,39,"1,044",863,7,5
MT,8/8/2020,6,7,71,68,0,0
NC,8/8/2020,4,12,"1,242",859,29,11
ND,8/8/2020,12,12,99,81,4,3
NE,8/8/2020,9,10,164,124,6,1
NH,8/8/2020,4,7,45,23,0,0
NJ,8/8/2020,8,9,260,344,0,0
NM,8/8/2020,11,10,157,118,5,1
NV,8/8/2020,5,7,"1,043",906,4,3
NY,8/8/2020,7,7,"1,547",594,82,24
OH,8/8/2020,8,8,"1,720",950,35,7
OK,8/8/2020,22,31,574,473,13,9
OR,8/8/2020,3,5,197,128,6,0
PA,8/8/2020,21,21,"1,078",639,99,24
PR,8/8/2020,6,7,370,233,23,5
RI,8/8/2020,2,1,85,79,5,5
SC,8/8/2020,44,46,"1,365","1,165",8,6
SD,8/8/2020,2,6,55,46,15,14
TN,8/8/2020,18,17,"1,359","1,098",17,12
TX,8/8/2020,121,146,"8,679","7,429",183,144
UT,8/8/2020,5,7,116,86,12,12
VA,8/8/2020,12,13,989,667,14,9
VI,8/8/2020,1,1,6,6,0,0
VT,8/8/2020,1,1,7,0,0,0
WA,8/8/2020,13,14,445,328,11,6
WI,8/8/2020,6,7,640,407,4,2
WV,8/8/2020,10,10,187,127,4,2
WY,8/8/2020,4,4,44,24,1,1
AK,8/7/2020,1,1,47,27,2,1
AL,8/7/2020,31,38,"1,721","1,493",74,49
AR,8/7/2020,27,26,"1,494",447,94,18
AZ,8/7/2020,24,26,"1,640","1,399",16,15
CA,8/7/2020,91,105,"7,288","5,905",85,56
CO,8/7/2020,6,7,313,236,94,68
CT,8/7/2020,0,0,180,59,3,1
DC,8/7/2020,1,0,121,86,18,6
DE,8/7/2020,1,1,60,42,0,0
FL,8/7/2020,10,11,"8,280","7,601",699,53
GA,8/7/2020,41,45,"2,382","1,857",101,58
HI,8/7/2020,0,2,151,119,2,1
IA,8/7/2020,7,6,284,230,3,1
ID,8/7/2020,6,6,206,181,2,1
IL,8/7/2020,17,20,"1,600",790,68,20
IN,8/7/2020,14,17,903,491,11,2
KS,8/7/2020,21,25,285,198,9,3
KY,8/7/2020,1,3,664,397,30,5
LA,8/7/2020,43,45,30,25,0,0
MA,8/7/2020,8,6,332,170,11,3
MD,8/7/2020,6,6,981,564,13,8
ME,8/7/2020,3,3,28,10,0,0
MI,8/7/2020,3,7,693,400,15,3
MN,8/7/2020,9,10,465,282,80,4
MO,8/7/2020,20,31,856,613,24,9
MS,8/7/2020,33,39,"1,061",880,4,3
MT,8/7/2020,5,6,80,74,1,0
NC,8/7/2020,4,11,"1,312",864,17,11
ND,8/7/2020,12,12,98,80,5,1
NE,8/7/2020,9,10,166,123,5,1
NH,8/7/2020,4,7,46,24,0,0
NJ,8/7/2020,10,10,235,352,0,0
NM,8/7/2020,10,10,168,114,4,1
NV,8/7/2020,5,7,"1,023",873,5,3
NY,8/7/2020,7,7,"1,663",623,93,19
OH,8/7/2020,7,8,"1,711",975,39,5
OK,8/7/2020,24,33,662,531,8,6
OR,8/7/2020,4,5,231,129,3,1
PA,8/7/2020,21,21,"1,208",667,49,25
PR,8/7/2020,5,6,399,216,31,6
RI,8/7/2020,1,1,83,81,1,1
SC,8/7/2020,43,46,"1,417","1,215",10,8
SD,8/7/2020,2,6,51,36,16,15
TN,8/7/2020,20,18,"1,422","1,100",20,11
TX,8/7/2020,121,144,"9,093","7,798",186,150
UT,8/7/2020,5,7,226,188,22,20
VA,8/7/2020,13,14,"1,000",691,8,6
VI,8/7/2020,1,1,4,4,0,0
VT,8/7/2020,1,1,8,0,0,0
WA,8/7/2020,13,15,524,373,10,7
WI,8/7/2020,6,7,601,400,4,3
WV,8/7/2020,10,10,212,125,3,1
WY,8/7/2020,3,4,41,23,1,0
AK,8/6/2020,2,2,56,28,2,1
AL,8/6/2020,29,34,"1,786","1,567",54,50
AR,8/6/2020,24,26,"1,516",429,94,15
AZ,8/6/2020,26,28,"1,759","1,473",24,16
CA,8/6/2020,97,108,"7,454","6,087",105,65
CO,8/6/2020,4,7,305,230,88,61
CT,8/6/2020,0,0,173,64,5,2
DC,8/6/2020,1,0,134,93,13,5
DE,8/6/2020,1,1,73,45,0,0
FL,8/6/2020,7,9,"8,474","7,812",628,50
GA,8/6/2020,43,45,"2,448","1,912",113,55
HI,8/6/2020,2,2,158,120,1,1
IA,8/6/2020,6,7,293,238,3,1
ID,8/6/2020,7,6,203,184,0,0
IL,8/6/2020,17,19,"1,453",801,44,12
IN,8/6/2020,13,16,901,459,13,5
KS,8/6/2020,19,24,316,196,6,2
KY,8/6/2020,1,4,732,383,29,2
LA,8/6/2020,44,45,31,24,0,0
MA,8/6/2020,7,6,335,168,5,4
MD,8/6/2020,4,3,991,563,13,10
ME,8/6/2020,3,3,26,10,1,0
MI,8/6/2020,3,7,650,441,7,2
MN,8/6/2020,9,11,466,286,83,5
MO,8/6/2020,19,29,836,593,20,8
MS,8/6/2020,33,40,"1,088",871,5,1
MT,8/6/2020,2,4,59,54,0,0
NC,8/6/2020,4,13,"1,260",852,21,9
ND,8/6/2020,14,14,98,77,3,1
NE,8/6/2020,4,4,116,102,0,0
NH,8/6/2020,5,7,49,25,0,0
NJ,8/6/2020,10,9,260,387,0,0
NM,8/6/2020,8,9,133,92,8,0
NV,8/6/2020,7,7,"1,118",927,2,2
NY,8/6/2020,7,7,"1,478",635,92,18
OH,8/6/2020,7,8,"1,753","1,004",19,2
OK,8/6/2020,21,24,630,507,12,10
OR,8/6/2020,4,4,223,128,5,2
PA,8/6/2020,23,21,"1,202",691,52,32
PR,8/6/2020,4,5,413,238,31,5
