state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,state,date,critical_staffing_shortage_today_yes_wkLtr,critical_staffing_shortage_anticipated_within_week_yes
OH,3/28/2021,10,16,27,99,923,1311,OH,4/4/2021,11,17
OK,3/28/2021,31,34,29,32,273,299,OK,4/4/2021,31,32
OR,3/28/2021,3,3,3,5,132,191,OR,4/4/2021,3,2
PA,3/28/2021,18,22,34,69,1900,2232,PA,4/4/2021,21,26
PR,3/28/2021,0,0,9,22,161,179,PR,4/4/2021,0,0
RI,3/28/2021,3,3,1,1,126,164,RI,4/4/2021,3,3
SC,3/28/2021,20,20,4,4,454,493,SC,4/4/2021,21,21
SD,3/28/2021,0,0,0,7,63,87,SD,4/4/2021,1,1
TN,3/28/2021,14,33,11,14,791,850,TN,4/4/2021,12,31
TX,3/28/2021,106,123,59,90,3079,3627,TX,4/4/2021,106,122
UT,3/28/2021,0,0,0,7,135,140,UT,4/4/2021,0,0
VA,3/28/2021,16,23,13,26,855,1058,VA,4/4/2021,15,21
VI,3/28/2021,2,2,0,0,4,4,VI,4/4/2021,2,2
VT,3/28/2021,1,1,0,0,26,27,VT,4/4/2021,2,1
WA,3/28/2021,3,5,5,8,339,403,WA,4/4/2021,7,7
WI,3/28/2021,6,11,1,7,265,283,WI,4/4/2021,10,12
WV,3/28/2021,15,16,1,1,229,259,WV,4/4/2021,14,15
WY,3/28/2021,3,4,0,0,16,20,WY,4/4/2021,4,5
AK,3/27/2021,1,1,1,1,22,26,AK,4/3/2021,1,1
AL,3/27/2021,26,27,5,7,353,473,AL,4/3/2021,24,28
AR,3/27/2021,13,17,3,9,149,205,AR,4/3/2021,13,17
AZ,3/27/2021,27,27,4,7,377,586,AZ,4/3/2021,26,27
CA,3/27/2021,70,82,48,56,2298,2630,CA,4/3/2021,70,83
CO,3/27/2021,5,4,8,17,357,408,CO,4/3/2021,6,7
CT,3/27/2021,4,4,4,7,490,532,CT,4/3/2021,4,4
DC,3/27/2021,0,0,12,36,137,168,DC,4/3/2021,0,0
DE,3/27/2021,0,0,3,5,127,141,DE,4/3/2021,1,1
FL,3/27/2021,9,27,28,31,2866,3212,FL,4/3/2021,11,31
GA,3/27/2021,28,33,14,50,1147,1298,GA,4/3/2021,28,35
HI,3/27/2021,1,2,0,0,42,51,HI,4/3/2021,1,1
IA,3/27/2021,1,1,6,6,185,205,IA,4/3/2021,2,2
ID,3/27/2021,3,4,0,0,159,161,ID,4/3/2021,4,4
IL,3/27/2021,13,14,13,31,1162,1400,IL,4/3/2021,11,9
IN,3/27/2021,11,11,6,18,428,621,IN,4/3/2021,10,10
KS,3/27/2021,10,12,1,3,150,184,KS,4/3/2021,10,14
KY,3/27/2021,1,5,4,10,340,401,KY,4/3/2021,0,4
LA,3/27/2021,43,47,3,8,406,331,LA,4/3/2021,42,46
MA,3/27/2021,10,9,8,26,551,648,MA,4/3/2021,10,9
MD,3/27/2021,1,1,5,16,958,1237,MD,4/3/2021,3,3
ME,3/27/2021,1,1,1,2,79,94,ME,4/3/2021,1,2
MI,3/27/2021,3,3,14,21,1697,1829,MI,4/3/2021,3,3
MN,3/27/2021,16,15,6,6,353,425,MN,4/3/2021,15,15
MO,3/27/2021,22,27,14,42,504,779,MO,4/3/2021,21,24
MS,3/27/2021,9,11,6,12,233,285,MS,4/3/2021,9,11
MT,3/27/2021,7,7,1,1,44,49,MT,4/3/2021,6,6
NC,3/27/2021,2,3,13,17,807,872,NC,4/3/2021,3,4
ND,3/27/2021,11,11,1,4,38,65,ND,4/3/2021,11,11
NE,3/27/2021,9,18,4,5,101,112,NE,4/3/2021,10,16
NH,3/27/2021,3,3,0,1,74,92,NH,4/3/2021,2,3
NJ,3/27/2021,8,10,18,33,2070,2240,NJ,4/3/2021,9,9
NM,3/27/2021,15,16,5,10,115,125,NM,4/3/2021,15,16
NV,3/27/2021,0,0,2,2,225,274,NV,4/3/2021,0,0
NY,3/27/2021,4,5,45,100,4763,5303,NY,4/3/2021,3,4
OH,3/27/2021,11,16,21,87,919,1333,OH,4/3/2021,11,17
OK,3/27/2021,30,33,28,29,264,307,OK,4/3/2021,30,33
OR,3/27/2021,3,3,2,8,130,175,OR,4/3/2021,3,4
PA,3/27/2021,18,21,33,60,1861,2265,PA,4/3/2021,20,24
PR,3/27/2021,0,0,9,20,166,171,PR,4/3/2021,0,0
RI,3/27/2021,3,3,1,1,120,157,RI,4/3/2021,3,3
SC,3/27/2021,20,20,5,5,458,500,SC,4/3/2021,21,21
SD,3/27/2021,0,0,0,6,43,76,SD,4/3/2021,1,1
TN,3/27/2021,13,32,11,12,766,834,TN,4/3/2021,13,32
TX,3/27/2021,110,125,62,103,3057,3555,TX,4/3/2021,107,123
UT,3/27/2021,0,0,0,8,137,145,UT,4/3/2021,0,0
VA,3/27/2021,15,22,11,26,836,999,VA,4/3/2021,15,21
VI,3/27/2021,2,2,0,0,2,2,VI,4/3/2021,2,2
VT,3/27/2021,1,1,0,0,24,24,VT,4/3/2021,1,1
WA,3/27/2021,4,4,7,12,336,410,WA,4/3/2021,9,8
WI,3/27/2021,7,11,1,5,253,276,WI,4/3/2021,10,15
WV,3/27/2021,15,16,1,2,223,241,WV,4/3/2021,15,16
WY,3/27/2021,3,4,0,0,16,17,WY,4/3/2021,4,5
AK,3/26/2021,2,2,1,5,24,26,AK,4/2/2021,1,1
AL,3/26/2021,27,29,10,11,379,458,AL,4/2/2021,27,29
AR,3/26/2021,12,15,0,9,157,209,AR,4/2/2021,15,19
AZ,3/26/2021,25,27,6,11,391,595,AZ,4/2/2021,25,26
CA,3/26/2021,63,84,51,64,2370,2677,CA,4/2/2021,70,80
CO,3/26/2021,6,5,7,20,374,420,CO,4/2/2021,6,7
CT,3/26/2021,4,4,5,8,475,539,CT,4/2/2021,4,4
DC,3/26/2021,0,0,10,29,132,146,DC,4/2/2021,0,0
DE,3/26/2021,0,0,2,3,123,141,DE,4/2/2021,1,1
FL,3/26/2021,12,28,29,38,2935,3274,FL,4/2/2021,10,30
GA,3/26/2021,30,36,13,30,1163,1323,GA,4/2/2021,30,37
HI,3/26/2021,1,1,0,1,35,46,HI,4/2/2021,1,1
IA,3/26/2021,1,1,2,5,198,206,IA,4/2/2021,3,3
ID,3/26/2021,3,4,0,0,159,162,ID,4/2/2021,4,4
IL,3/26/2021,11,13,11,29,1131,1390,IL,4/2/2021,9,10
IN,3/26/2021,11,12,7,16,447,647,IN,4/2/2021,11,12
KS,3/26/2021,11,12,1,2,144,169,KS,4/2/2021,12,13
KY,3/26/2021,1,3,3,12,358,420,KY,4/2/2021,0,3
LA,3/26/2021,42,47,2,4,418,350,LA,4/2/2021,42,46
MA,3/26/2021,10,9,7,40,550,649,MA,4/2/2021,10,9
MD,3/26/2021,2,2,6,17,940,1212,MD,4/2/2021,3,3
ME,3/26/2021,3,2,1,1,75,92,ME,4/2/2021,3,2
MI,3/26/2021,4,3,15,24,1778,1928,MI,4/2/2021,3,3
MN,3/26/2021,15,16,8,9,364,444,MN,4/2/2021,17,16
MO,3/26/2021,19,24,15,41,500,777,MO,4/2/2021,24,27
MS,3/26/2021,8,12,8,17,252,304,MS,4/2/2021,10,12
MT,3/26/2021,6,7,1,2,37,39,MT,4/2/2021,6,7
NC,3/26/2021,3,3,13,19,845,916,NC,4/2/2021,3,4
ND,3/26/2021,12,12,1,3,38,76,ND,4/2/2021,12,12
NE,3/26/2021,8,17,4,5,104,116,NE,4/2/2021,10,16
NH,3/26/2021,5,5,0,0,77,87,NH,4/2/2021,4,5
NJ,3/26/2021,10,10,8,32,2050,2225,NJ,4/2/2021,7,8
NM,3/26/2021,15,15,6,9,118,126,NM,4/2/2021,15,16
NV,3/26/2021,0,0,2,7,236,299,NV,4/2/2021,0,0
NY,3/26/2021,4,5,48,110,4803,5378,NY,4/2/2021,5,5
OH,3/26/2021,11,16,22,95,943,1281,OH,4/2/2021,10,18
OK,3/26/2021,32,34,30,36,274,330,OK,4/2/2021,31,35
OR,3/26/2021,2,3,3,8,107,144,OR,4/2/2021,3,3
PA,3/26/2021,19,22,30,56,1834,2233,PA,4/2/2021,19,25
PR,3/26/2021,0,0,7,21,158,172,PR,4/2/2021,0,0
RI,3/26/2021,4,4,2,2,125,163,RI,4/2/2021,3,3
SC,3/26/2021,20,20,9,9,479,524,SC,4/2/2021,21,21
SD,3/26/2021,2,2,0,2,52,72,SD,4/2/2021,1,1
TN,3/26/2021,12,32,12,15,782,855,TN,4/2/2021,14,32
TX,3/26/2021,113,126,62,97,3262,3788,TX,4/2/2021,107,125
UT,3/26/2021,0,0,0,8,133,138,UT,4/2/2021,0,0
VA,3/26/2021,16,23,10,19,838,1029,VA,4/2/2021,16,21
VI,3/26/2021,2,2,0,0,4,4,VI,4/2/2021,1,1
VT,3/26/2021,1,1,0,0,26,26,VT,4/2/2021,1,1
WA,3/26/2021,5,5,8,10,341,423,WA,4/2/2021,9,10
WI,3/26/2021,6,12,2,7,259,280,WI,4/2/2021,8,12
WV,3/26/2021,14,15,2,3,239,267,WV,4/2/2021,14,16
WY,3/26/2021,3,4,0,1,18,31,WY,4/2/2021,4,5
AK,3/25/2021,1,1,0,0,23,24,AK,4/1/2021,1,1
AL,3/25/2021,25,28,9,14,405,486,AL,4/1/2021,27,29
AR,3/25/2021,14,18,0,9,155,218,AR,4/1/2021,13,15
AZ,3/25/2021,24,27,9,15,387,609,AZ,4/1/2021,26,26
CA,3/25/2021,64,81,38,46,2387,2747,CA,4/1/2021,69,81
CO,3/25/2021,6,5,7,22,358,405,CO,4/1/2021,4,6
CT,3/25/2021,4,4,5,9,465,508,CT,4/1/2021,4,4
DC,3/25/2021,0,0,11,30,140,167,DC,4/1/2021,0,0
DE,3/25/2021,1,1,3,4,109,126,DE,4/1/2021,1,1
FL,3/25/2021,8,26,31,40,2849,3171,FL,4/1/2021,10,30
GA,3/25/2021,30,36,14,33,1211,1377,GA,4/1/2021,30,37
HI,3/25/2021,2,3,0,3,34,44,HI,4/1/2021,1,2
IA,3/25/2021,1,1,4,6,203,207,IA,4/1/2021,1,2
ID,3/25/2021,3,4,0,0,142,157,ID,4/1/2021,3,4
IL,3/25/2021,10,14,14,33,1079,1325,IL,4/1/2021,9,10
IN,3/25/2021,10,10,7,15,436,633,IN,4/1/2021,11,12
KS,3/25/2021,12,14,2,3,168,207,KS,4/1/2021,11,12
KY,3/25/2021,2,4,3,15,342,403,KY,4/1/2021,1,4
LA,3/25/2021,42,47,1,4,426,355,LA,4/1/2021,42,46
MA,3/25/2021,10,9,7,41,524,614,MA,4/1/2021,10,9
MD,3/25/2021,3,2,2,9,801,1073,MD,4/1/2021,2,2
ME,3/25/2021,3,2,1,1,75,90,ME,4/1/2021,3,1
MI,3/25/2021,3,3,12,18,1724,1875,MI,4/1/2021,3,3
MN,3/25/2021,19,19,9,12,352,435,MN,4/1/2021,16,16
MO,3/25/2021,20,24,15,38,503,786,MO,4/1/2021,22,24
MS,3/25/2021,9,11,9,16,258,305,MS,4/1/2021,9,12
MT,3/25/2021,6,6,1,3,44,48,MT,4/1/2021,6,8
NC,3/25/2021,4,3,16,22,853,921,NC,4/1/2021,2,3
ND,3/25/2021,11,11,1,3,35,69,ND,4/1/2021,11,11
NE,3/25/2021,8,17,4,5,104,112,NE,4/1/2021,9,16
NH,3/25/2021,4,5,0,0,70,77,NH,4/1/2021,4,5
NJ,3/25/2021,9,10,5,37,2073,2230,NJ,4/1/2021,7,7
NM,3/25/2021,15,15,4,11,124,140,NM,4/1/2021,16,16
NV,3/25/2021,0,0,1,3,256,287,NV,4/1/2021,0,0
NY,3/25/2021,4,5,51,113,4846,5425,NY,4/1/2021,4,4
OH,3/25/2021,10,15,33,115,919,1356,OH,4/1/2021,10,15
OK,3/25/2021,31,34,28,32,286,350,OK,4/1/2021,30,34
OR,3/25/2021,3,3,1,6,134,167,OR,4/1/2021,2,4
PA,3/25/2021,19,22,24,41,1781,2192,PA,4/1/2021,18,25
PR,3/25/2021,0,0,7,17,143,175,PR,4/1/2021,0,0
RI,3/25/2021,4,4,2,2,123,159,RI,4/1/2021,3,3
SC,3/25/2021,21,21,12,12,474,508,SC,4/1/2021,21,21
SD,3/25/2021,2,3,0,1,48,73,SD,4/1/2021,1,1
TN,3/25/2021,12,33,11,14,751,831,TN,4/1/2021,12,31
TX,3/25/2021,112,125,54,94,3352,3814,TX,4/1/2021,103,123
UT,3/25/2021,0,0,0,8,124,129,UT,4/1/2021,0,0
VA,3/25/2021,15,23,9,16,805,1021,VA,4/1/2021,16,21
VI,3/25/2021,2,2,0,0,5,5,VI,4/1/2021,1,1
VT,3/25/2021,1,1,0,0,25,25,VT,4/1/2021,1,1
WA,3/25/2021,7,8,10,12,330,399,WA,4/1/2021,12,10
WI,3/25/2021,9,15,2,6,271,297,WI,4/1/2021,10,13
WV,3/25/2021,13,14,2,3,246,275,WV,4/1/2021,14,15
WY,3/25/2021,3,4,0,0,17,24,WY,4/1/2021,4,5
AK,3/24/2021,1,1,0,0,29,31,AK,3/31/2021,2,2
AL,3/24/2021,28,29,10,11,408,507,AL,3/31/2021,28,30
AR,3/24/2021,14,18,0,5,156,217,AR,3/31/2021,17,22
AZ,3/24/2021,25,26,10,16,419,631,AZ,3/31/2021,26,28
CA,3/24/2021,66,80,37,48,2463,2825,CA,3/31/2021,69,84
CO,3/24/2021,6,5,4,23,317,368,CO,3/31/2021,6,5
CT,3/24/2021,4,4,4,6,446,495,CT,3/31/2021,4,4
DC,3/24/2021,0,0,11,33,147,175,DC,3/31/2021,0,0
DE,3/24/2021,1,1,3,5,104,113,DE,3/31/2021,1,1
FL,3/24/2021,10,27,37,45,2931,3268,FL,3/31/2021,11,28
GA,3/24/2021,30,36,9,25,1204,1407,GA,3/31/2021,30,36
HI,3/24/2021,1,2,1,3,36,46,HI,3/31/2021,1,2
IA,3/24/2021,2,2,3,8,204,211,IA,3/31/2021,2,2
ID,3/24/2021,3,4,1,1,149,157,ID,3/31/2021,3,4
IL,3/24/2021,11,12,19,46,1028,1297,IL,3/31/2021,9,10
IN,3/24/2021,11,12,6,12,420,628,IN,3/31/2021,11,11
KS,3/24/2021,13,15,2,5,180,212,KS,3/31/2021,12,14
KY,3/24/2021,2,4,2,7,362,423,KY,3/31/2021,1,3
LA,3/24/2021,42,46,4,7,449,369,LA,3/31/2021,42,46
MA,3/24/2021,10,9,7,31,530,604,MA,3/31/2021,10,9
MD,3/24/2021,3,3,5,10,904,1177,MD,3/31/2021,2,1
ME,3/24/2021,3,1,0,0,82,101,ME,3/31/2021,2,2
MI,3/24/2021,3,3,15,30,1626,1754,MI,3/31/2021,3,3
MN,3/24/2021,18,19,11,12,338,404,MN,3/31/2021,15,15
MO,3/24/2021,21,25,13,46,503,800,MO,3/31/2021,22,27
MS,3/24/2021,9,11,9,19,255,311,MS,3/31/2021,8,12
MT,3/24/2021,6,6,2,2,47,47,MT,3/31/2021,7,7
NC,3/24/2021,3,3,18,24,878,956,NC,3/31/2021,3,5
ND,3/24/2021,11,11,0,0,34,62,ND,3/31/2021,12,12
NE,3/24/2021,8,18,3,6,115,131,NE,3/31/2021,9,16
NH,3/24/2021,4,5,0,0,77,93,NH,3/31/2021,5,5
NJ,3/24/2021,8,10,3,26,2039,2228,NJ,3/31/2021,7,10
NM,3/24/2021,14,14,4,6,113,116,NM,3/31/2021,17,17
NV,3/24/2021,0,0,1,2,247,286,NV,3/31/2021,0,0
NY,3/24/2021,5,5,55,110,4827,5370,NY,3/31/2021,4,5
OH,3/24/2021,12,16,27,104,912,1356,OH,3/31/2021,8,13
OK,3/24/2021,28,33,24,32,290,325,OK,3/31/2021,31,36
OR,3/24/2021,4,4,3,6,123,166,OR,3/31/2021,4,5
PA,3/24/2021,20,24,25,48,1720,2144,PA,3/31/2021,19,24
PR,3/24/2021,7,7,4,22,125,162,PR,3/31/2021,7,7
RI,3/24/2021,4,4,1,1,115,149,RI,3/31/2021,3,3
SC,3/24/2021,21,21,12,13,481,526,SC,3/31/2021,22,22
SD,3/24/2021,1,2,1,2,49,72,SD,3/31/2021,1,1
TN,3/24/2021,17,37,11,15,787,873,TN,3/31/2021,17,35
TX,3/24/2021,110,124,55,102,3351,3890,TX,3/31/2021,104,122
UT,3/24/2021,0,0,0,8,132,143,UT,3/31/2021,0,0
VA,3/24/2021,16,24,10,19,804,1014,VA,3/31/2021,16,23
VI,3/24/2021,2,2,0,0,4,4,VI,3/31/2021,2,2
VT,3/24/2021,1,1,0,0,23,23,VT,3/31/2021,2,1
WA,3/24/2021,4,5,11,16,313,383,WA,3/31/2021,7,10
WI,3/24/2021,8,14,1,5,277,295,WI,3/31/2021,9,13
WV,3/24/2021,13,14,1,2,232,262,WV,3/31/2021,14,15
WY,3/24/2021,3,4,1,1,15,27,WY,3/31/2021,3,4
AK,3/23/2021,1,1,0,0,36,37,AK,3/30/2021,1,2
AL,3/23/2021,26,29,4,7,398,480,AL,3/30/2021,26,29
AR,3/23/2021,14,18,0,6,149,206,AR,3/30/2021,13,16
AZ,3/23/2021,26,27,10,14,388,588,AZ,3/30/2021,27,26
CA,3/23/2021,65,81,36,47,2519,2921,CA,3/30/2021,67,85
CO,3/23/2021,5,4,0,5,323,378,CO,3/30/2021,5,4
CT,3/23/2021,4,4,3,5,423,471,CT,3/30/2021,4,4
DC,3/23/2021,0,0,9,28,146,170,DC,3/30/2021,0,0
DE,3/23/2021,1,1,3,3,102,116,DE,3/30/2021,0,0
FL,3/23/2021,7,25,40,48,2968,3326,FL,3/30/2021,6,24
GA,3/23/2021,29,35,13,32,1174,1354,GA,3/30/2021,29,35
HI,3/23/2021,1,2,0,0,32,41,HI,3/30/2021,2,3
IA,3/23/2021,2,1,3,6,187,193,IA,3/30/2021,1,1
ID,3/23/2021,2,3,1,2,137,143,ID,3/30/2021,2,3
IL,3/23/2021,7,9,17,39,1009,1247,IL,3/30/2021,9,8
IN,3/23/2021,9,10,3,11,373,588,IN,3/30/2021,10,10
KS,3/23/2021,10,11,1,2,166,187,KS,3/30/2021,9,12
KY,3/23/2021,1,6,2,9,384,443,KY,3/30/2021,1,3
LA,3/23/2021,42,46,5,7,451,383,LA,3/30/2021,42,46
MA,3/23/2021,7,6,4,28,486,554,MA,3/30/2021,8,6
MD,3/23/2021,2,2,7,12,909,1196,MD,3/30/2021,1,1
ME,3/23/2021,2,2,0,0,81,94,ME,3/30/2021,1,1
MI,3/23/2021,4,3,22,33,1555,1676,MI,3/30/2021,3,3
MN,3/23/2021,18,18,9,12,325,403,MN,3/30/2021,16,15
MO,3/23/2021,21,24,15,40,511,797,MO,3/30/2021,23,27
MS,3/23/2021,9,11,8,12,261,324,MS,3/30/2021,9,11
MT,3/23/2021,5,7,2,2,52,53,MT,3/30/2021,6,7
NC,3/23/2021,3,3,16,19,895,988,NC,3/30/2021,3,3
ND,3/23/2021,9,9,0,0,43,71,ND,3/30/2021,11,11
NE,3/23/2021,8,17,3,6,112,127,NE,3/30/2021,10,16
NH,3/23/2021,5,5,0,3,71,89,NH,3/30/2021,4,5
NJ,3/23/2021,7,9,7,27,2016,2170,NJ,3/30/2021,6,5
NM,3/23/2021,14,14,5,10,107,117,NM,3/30/2021,15,16
NV,3/23/2021,0,0,2,4,249,297,NV,3/30/2021,0,0
NY,3/23/2021,6,6,60,110,4803,5420,NY,3/30/2021,5,5
OH,3/23/2021,9,15,22,94,868,1196,OH,3/30/2021,8,14
OK,3/23/2021,29,33,27,30,284,338,OK,3/30/2021,29,32
OR,3/23/2021,3,3,4,9,128,173,OR,3/30/2021,3,2
PA,3/23/2021,20,24,20,33,1653,1980,PA,3/30/2021,19,22
PR,3/23/2021,0,0,6,20,95,128,PR,3/30/2021,0,0
RI,3/23/2021,4,4,1,1,110,146,RI,3/30/2021,3,3
SC,3/23/2021,20,20,8,9,481,514,SC,3/30/2021,20,20
SD,3/23/2021,1,1,1,3,46,63,SD,3/30/2021,0,0
TN,3/23/2021,16,35,11,17,775,873,TN,3/30/2021,17,37
TX,3/23/2021,115,127,52,86,3410,3989,TX,3/30/2021,104,122
UT,3/23/2021,0,0,0,6,122,134,UT,3/30/2021,1,0
VA,3/23/2021,16,24,7,18,787,960,VA,3/30/2021,15,22
VI,3/23/2021,2,2,0,0,4,4,VI,3/30/2021,1,1
VT,3/23/2021,1,1,0,0,27,27,VT,3/30/2021,2,1
WA,3/23/2021,4,5,10,28,319,404,WA,3/30/2021,8,9
WI,3/23/2021,9,15,2,9,251,276,WI,3/30/2021,11,14
WV,3/23/2021,14,15,1,5,216,234,WV,3/30/2021,13,16
WY,3/23/2021,3,4,1,1,21,33,WY,3/30/2021,3,4
AK,3/22/2021,1,1,0,1,37,39,AK,3/29/2021,1,1
AL,3/22/2021,26,29,8,18,374,451,AL,3/29/2021,24,28
AR,3/22/2021,11,13,0,8,152,187,AR,3/29/2021,15,19
AZ,3/22/2021,26,26,9,9,385,598,AZ,3/29/2021,26,28
CA,3/22/2021,92,107,47,59,2550,2928,CA,3/29/2021,69,85
CO,3/22/2021,6,4,2,9,337,381,CO,3/29/2021,5,4
CT,3/22/2021,4,4,2,5,416,465,CT,3/29/2021,4,4
DC,3/22/2021,0,0,8,27,151,174,DC,3/29/2021,0,0
DE,3/22/2021,1,1,3,4,108,122,DE,3/29/2021,0,0
FL,3/22/2021,7,24,37,41,2932,3231,FL,3/29/2021,9,25
GA,3/22/2021,30,36,13,33,1176,1334,GA,3/29/2021,30,35
HI,3/22/2021,1,2,0,0,30,41,HI,3/29/2021,1,2
IA,3/22/2021,1,1,3,3,182,194,IA,3/29/2021,1,1
ID,3/22/2021,2,2,2,2,132,147,ID,3/29/2021,2,3
IL,3/22/2021,11,11,16,35,1028,1264,IL,3/29/2021,13,15
IN,3/22/2021,9,11,4,14,379,580,IN,3/29/2021,9,10
KS,3/22/2021,9,10,0,3,155,181,KS,3/29/2021,11,13
KY,3/22/2021,0,3,2,12,388,441,KY,3/29/2021,1,3
LA,3/22/2021,42,46,5,12,444,380,LA,3/29/2021,43,47
MA,3/22/2021,7,6,5,32,463,538,MA,3/29/2021,7,6
MD,3/22/2021,2,2,10,16,898,1185,MD,3/29/2021,1,1
ME,3/22/2021,3,2,0,0,77,87,ME,3/29/2021,1,0
MI,3/22/2021,3,3,21,28,1436,1586,MI,3/29/2021,3,3
MN,3/22/2021,18,18,7,9,321,388,MN,3/29/2021,17,17
MO,3/22/2021,22,23,17,42,496,750,MO,3/29/2021,24,26
MS,3/22/2021,9,11,8,10,261,334,MS,3/29/2021,9,11
MT,3/22/2021,7,7,2,3,41,42,MT,3/29/2021,6,7
NC,3/22/2021,2,2,16,21,870,934,NC,3/29/2021,3,3
ND,3/22/2021,10,10,0,0,42,77,ND,3/29/2021,11,11
NE,3/22/2021,7,16,5,7,113,120,NE,3/29/2021,8,15
NH,3/22/2021,3,4,1,1,64,83,NH,3/29/2021,3,4
NJ,3/22/2021,7,10,2,21,1975,2101,NJ,3/29/2021,5,7
NM,3/22/2021,15,15,6,10,122,137,NM,3/29/2021,14,14
NV,3/22/2021,0,0,3,4,266,302,NV,3/29/2021,0,0
NY,3/22/2021,6,6,50,99,4814,5410,NY,3/29/2021,4,5
OH,3/22/2021,9,16,28,121,859,1152,OH,3/29/2021,9,14
OK,3/22/2021,29,34,30,34,286,331,OK,3/29/2021,30,35
OR,3/22/2021,3,3,2,6,122,165,OR,3/29/2021,3,2
PA,3/22/2021,21,26,19,32,1678,1995,PA,3/29/2021,18,21
PR,3/22/2021,0,0,5,15,92,126,PR,3/29/2021,0,0
RI,3/22/2021,4,4,1,1,127,163,RI,3/29/2021,3,3
SC,3/22/2021,21,21,3,3,469,503,SC,3/29/2021,20,20
SD,3/22/2021,1,1,1,3,43,62,SD,3/29/2021,1,1
TN,3/22/2021,16,35,10,15,739,818,TN,3/29/2021,15,35
TX,3/22/2021,111,128,55,82,3445,3965,TX,3/29/2021,105,123
UT,3/22/2021,0,0,0,7,130,139,UT,3/29/2021,0,0
VA,3/22/2021,17,24,8,18,830,1017,VA,3/29/2021,16,23
VI,3/22/2021,2,2,0,0,4,4,VI,3/29/2021,2,2
VT,3/22/2021,1,1,0,0,24,24,VT,3/29/2021,1,1
WA,3/22/2021,4,3,8,12,265,359,WA,3/29/2021,7,9
WI,3/22/2021,10,16,1,7,237,281,WI,3/29/2021,9,14
WV,3/22/2021,14,15,1,1,202,216,WV,3/29/2021,13,16
WY,3/22/2021,3,4,1,1,10,17,WY,3/29/2021,3,4
AK,3/21/2021,1,1,0,1,40,44,AK,3/28/2021,1,1
AL,3/21/2021,25,29,11,10,397,534,AL,3/28/2021,24,27
AR,3/21/2021,14,18,2,7,179,229,AR,3/28/2021,13,16
AZ,3/21/2021,24,26,5,11,417,652,AZ,3/28/2021,27,27
CA,3/21/2021,93,106,45,59,2587,2964,CA,3/28/2021,73,87
CO,3/21/2021,5,4,4,12,327,395,CO,3/28/2021,7,6
CT,3/21/2021,4,4,2,4,399,449,CT,3/28/2021,4,4
DC,3/21/2021,0,0,4,20,138,163,DC,3/28/2021,0,0
DE,3/21/2021,2,2,5,6,105,119,DE,3/28/2021,0,0
FL,3/21/2021,10,27,34,37,2928,3267,FL,3/28/2021,10,27
GA,3/21/2021,29,35,13,32,1153,1318,GA,3/28/2021,29,34
HI,3/21/2021,1,1,0,0,26,38,HI,3/28/2021,1,1
IA,3/21/2021,1,1,2,4,169,186,IA,3/28/2021,1,1
ID,3/21/2021,3,3,2,2,132,149,ID,3/28/2021,4,4
IL,3/21/2021,11,10,16,35,981,1216,IL,3/28/2021,12,15
IN,3/21/2021,9,11,7,11,362,538,IN,3/28/2021,9,11
KS,3/21/2021,11,13,0,4,163,193,KS,3/28/2021,11,14
KY,3/21/2021,1,4,3,7,404,465,KY,3/28/2021,1,4
LA,3/21/2021,41,46,6,10,437,376,LA,3/28/2021,43,47
MA,3/21/2021,10,9,20,27,487,562,MA,3/28/2021,10,9
MD,3/21/2021,3,3,9,13,898,1124,MD,3/28/2021,2,2
ME,3/21/2021,2,4,0,1,73,94,ME,3/28/2021,1,2
MI,3/21/2021,2,3,21,27,1318,1451,MI,3/28/2021,2,3
MN,3/21/2021,19,19,4,8,318,384,MN,3/28/2021,16,16
MO,3/21/2021,21,24,18,41,508,744,MO,3/28/2021,22,26
MS,3/21/2021,8,10,4,7,260,325,MS,3/28/2021,9,12
MT,3/21/2021,6,7,0,1,43,43,MT,3/28/2021,6,6
NC,3/21/2021,3,3,19,25,856,939,NC,3/28/2021,2,3
ND,3/21/2021,11,11,1,1,42,74,ND,3/28/2021,12,12
NE,3/21/2021,8,15,2,3,114,123,NE,3/28/2021,8,16
NH,3/21/2021,3,4,1,2,69,84,NH,3/28/2021,4,4
NJ,3/21/2021,9,11,17,36,1902,2075,NJ,3/28/2021,8,10
NM,3/21/2021,13,14,3,9,125,132,NM,3/28/2021,15,15
NV,3/21/2021,0,0,0,2,271,331,NV,3/28/2021,0,0
NY,3/21/2021,6,6,52,135,4628,5168,NY,3/28/2021,4,5
OH,3/21/2021,10,17,27,73,844,1142,OH,3/28/2021,10,16
OK,3/21/2021,28,33,30,35,280,328,OK,3/28/2021,31,34
OR,3/21/2021,4,3,1,7,122,169,OR,3/28/2021,3,3
PA,3/21/2021,18,23,21,36,1593,1892,PA,3/28/2021,18,22
PR,3/21/2021,0,0,2,11,93,127,PR,3/28/2021,0,0
RI,3/21/2021,4,4,1,1,127,161,RI,3/28/2021,3,3
SC,3/21/2021,23,24,4,6,469,530,SC,3/28/2021,20,20
