critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid
2,2,4,4,0,0
1,1,22,22,0,0
7,9,383,323,12,6
14,18,258,227,8,1
15,16,228,205,6,2
3,4,20,16,1,0
1,1,40,36,1,0
26,28,521,393,10,10
16,19,253,191,10,2
24,27,637,427,17,8
6,5,405,345,18,5
4,4,457,406,4,2
0,0,180,145,20,5
2,2,114,102,5,2
9,26,3274,2936,46,37
28,34,1334,1163,28,7
1,1,32,23,0,0
1,1,184,170,5,3
3,3,139,129,2,2
9,11,1182,963,30,13
10,11,572,380,13,6
11,13,192,166,2,0
0,4,468,398,12,4
41,46,361,435,3,3
11,9,552,464,24,21
2,2,1100,866,11,7
1,2,91,72,0,0
2,3,1326,1215,25,18
19,19,382,319,13,8
22,26,772,520,51,19
7,12,313,254,4,2
7,7,43,43,0,0
2,3,922,850,30,18
11,11,79,47,4,2
9,17,132,112,5,3
3,4,78,67,2,1
9,11,2070,1894,25,9
14,15,143,132,8,5
0,0,326,278,6,0
5,6,5108,4572,130,45
10,18,1160,850,63,30
29,33,343,287,31,29
4,4,184,117,5,1
19,22,1967,1575,71,23
0,0,137,94,13,2
4,4,160,125,1,1
23,24,537,483,4,4
1,2,60,46,2,1
15,35,760,689,18,10
0,0,163,149,10,0
16,22,1009,805,18,8
2,2,4,4,0,0
1,1,24,25,0,0
7,8,386,332,11,7
13,17,254,227,10,1
15,16,249,209,2,2
3,4,20,13,1,0
1,1,37,36,0,0
24,28,505,423,17,11
14,17,249,193,9,2
24,26,703,458,18,8
7,6,411,338,16,5
4,4,474,420,6,5
0,0,188,156,17,4
2,2,116,99,5,5
11,29,3422,3039,43,33
30,36,1423,1216,43,15
1,2,33,21,2,0
1,1,179,170,4,2
3,3,143,135,3,2
9,9,1188,944,33,15
10,13,575,374,12,5
13,15,187,161,4,1
0,7,488,419,9,4
41,46,381,445,10,6
10,9,560,466,12,7
3,3,1106,852,16,8
2,1,97,81,0,0
1,2,1308,1203,19,15
20,19,391,324,11,8
22,28,847,537,56,22
9,12,331,270,10,2
8,8,49,43,3,0
2,3,965,891,24,21
11,11,68,41,3,1
9,17,142,121,6,4
4,5,81,65,2,1
10,11,2029,1879,26,11
15,15,149,135,8,5
0,0,332,287,3,2
5,6,5275,4727,122,50
10,17,1240,848,77,31
30,33,352,314,31,27
4,3,192,131,8,1
20,25,2044,1608,52,22
0,0,124,91,19,1
5,5,165,129,0,0
23,24,545,494,3,3
2,2,66,48,4,1
16,35,783,696,19,13
0,0,165,154,10,0
17,23,1044,844,17,7
2,2,4,4,0,0
2,1,22,23,0,0
7,8,416,338,9,6
13,17,263,237,6,2
14,16,243,212,3,2
3,4,20,10,2,1
1,1,42,39,0,0
27,28,500,412,14,13
15,20,279,213,8,1
26,27,730,477,18,12
6,5,412,353,19,6
4,4,468,407,4,3
0,0,173,147,21,2
2,2,114,104,8,6
10,30,3415,3057,41,34
30,38,1442,1220,42,12
2,1,29,23,2,0
2,2,196,189,1,0
3,4,144,131,1,1
7,10,1194,934,24,10
12,13,594,378,15,6
10,12,208,170,4,2
0,5,494,426,12,5
41,46,382,442,2,1
11,9,547,462,18,6
3,3,1062,812,14,7
3,2,94,78,1,0
2,2,1237,1129,17,13
21,19,385,311,13,9
21,26,818,532,54,21
10,13,339,274,11,2
8,7,60,45,4,0
2,3,963,883,27,20
11,10,78,41,1,1
9,17,145,121,6,4
3,5,101,70,2,1
8,11,2023,1862,22,7
15,15,150,140,7,5
0,0,335,279,6,1
5,6,5379,4728,127,50
13,18,1230,860,71,30
30,34,357,314,30,25
2,2,177,128,5,1
19,23,1977,1512,66,22
0,0,136,81,16,0
4,4,173,137,0,0
23,26,560,512,6,5
2,2,64,48,5,2
16,35,777,685,13,8
0,0,191,172,8,0
17,23,1032,857,18,12
2,2,5,5,0,0
1,1,21,21,0,0
5,6,407,327,12,8
14,17,276,250,6,2
14,16,243,213,3,2
3,4,25,10,2,1
1,1,38,36,0,0
27,30,530,438,10,9
15,20,293,229,10,1
23,25,720,489,20,10
6,7,421,353,20,6
4,4,442,390,4,4
0,0,201,170,18,3
2,2,115,103,6,6
11,31,3473,3084,40,36
30,37,1672,1234,53,20
1,2,39,25,2,0
1,1,190,169,4,2
3,4,164,153,1,0
10,10,1157,917,35,15
12,12,583,378,15,7
11,14,226,187,3,2
1,5,481,420,3,2
42,46,395,463,5,1
10,9,555,467,15,4
3,2,1029,777,14,9
1,0,95,83,3,2
3,2,1191,1071,20,12
20,19,366,292,13,9
22,28,852,554,57,21
8,13,360,286,9,4
7,7,59,49,2,0
3,4,989,919,21,15
11,11,73,36,2,1
9,17,147,124,6,4
4,5,93,69,2,1
10,12,2027,1865,19,3
15,15,142,137,9,3
0,0,354,290,4,2
5,6,5337,4796,139,51
12,20,1261,865,66,27
30,34,359,311,32,28
1,2,177,125,5,1
21,26,1959,1584,52,20
7,7,136,83,17,0
4,4,176,138,0,0
23,26,567,521,9,4
3,3,60,43,5,2
17,36,722,634,8,7
0,0,200,186,13,0
16,23,1066,866,20,13
2,2,5,5,0,0
1,1,25,24,0,0
6,6,401,324,11,6
13,16,252,232,6,2
13,16,241,216,1,1
3,4,24,11,2,1
1,1,43,33,2,2
27,29,503,430,7,3
15,19,279,217,10,4
23,25,741,498,18,8
6,4,412,329,14,8
4,4,458,401,11,6
0,0,209,174,23,4
0,0,118,113,6,6
8,29,3407,3085,41,34
29,36,1671,1268,43,17
1,2,35,23,1,0
1,1,169,158,6,2
2,3,165,155,0,0
11,11,1167,910,28,16
9,10,593,374,17,6
10,12,221,179,3,2
1,5,450,387,6,2
42,46,395,475,8,4
7,6,569,476,7,3
2,2,1070,794,15,6
5,2,97,88,2,2
2,2,1096,996,24,16
20,19,344,277,15,9
21,23,854,547,48,18
10,12,379,303,13,4
6,6,59,52,3,0
3,4,1039,948,23,16
10,10,83,39,1,1
9,17,146,128,3,3
4,5,95,69,1,1
8,11,1969,1832,39,24
16,16,145,133,7,2
0,0,326,278,3,1
5,6,5468,4819,100,48
12,17,1201,871,71,23
30,33,373,321,34,28
0,1,182,132,4,1
19,23,1911,1534,50,17
0,0,138,92,18,0
4,4,170,134,0,0
22,24,547,517,6,4
1,1,62,44,3,0
16,36,715,633,8,8
0,0,184,174,8,0
17,23,1063,857,15,12
2,2,6,6,0,0
1,1,24,23,0,0
4,6,383,326,7,4
14,17,278,241,12,3
13,16,209,198,2,2
3,4,22,10,3,1
1,1,39,33,1,1
26,29,484,412,8,4
16,20,287,219,10,4
22,26,708,474,7,6
7,6,390,341,18,8
4,4,450,402,10,7
0,0,208,181,33,8
1,1,109,104,8,4
8,28,3401,3089,46,37
31,38,1699,1332,49,14
1,2,32,24,2,0
1,1,169,159,7,3
2,2,154,145,1,1
10,11,1129,910,33,14
9,10,605,372,13,7
11,12,225,181,2,1
0,4,468,410,10,3
43,46,418,487,10,3
7,6,557,468,11,4
3,2,1039,788,10,6
4,2,102,88,1,1
1,2,1071,952,19,14
18,19,319,252,14,9
20,23,798,559,40,17
8,11,372,300,18,4
7,7,57,51,1,0
2,2,1039,970,18,15
10,10,72,31,3,2
9,17,142,129,5,3
3,4,79,63,1,0
9,11,1932,1837,21,9
12,13,149,137,6,2
0,0,313,275,3,1
5,5,5464,4850,102,50
11,18,1192,902,76,31
31,32,385,342,31,28
2,1,181,130,6,3
20,24,1825,1497,41,12
0,0,132,87,14,1
4,4,172,136,0,0
22,24,546,509,5,4
0,1,65,45,2,0
18,37,736,657,2,0
0,0,174,167,3,0
17,23,1078,882,23,17
2,2,6,6,0,0
1,1,28,28,0,0
2,3,395,340,9,3
15,18,274,241,3,0
13,16,200,180,5,4
3,4,26,8,1,1
1,1,32,29,7,2
27,30,568,434,7,12
15,18,305,231,5,3
22,24,736,507,14,12
5,4,380,314,19,8
4,4,472,409,11,5
0,0,209,172,44,9
1,1,112,99,6,3
9,29,3422,3056,36,33
30,37,1711,1339,37,10
1,1,33,26,2,0
1,1,175,156,4,4
4,5,144,139,2,2
10,11,1164,887,37,17
11,12,606,380,14,6
10,14,219,185,3,1
0,4,505,443,12,4
43,46,411,490,6,2
9,8,575,478,9,2
5,5,1008,776,9,8
1,2,102,83,3,2
1,2,962,875,17,13
18,18,326,258,9,5
21,25,812,545,48,20
9,13,365,300,7,3
7,7,52,49,0,0
3,3,1054,943,19,13
10,10,66,31,5,2
10,16,137,128,4,3
3,4,81,67,1,0
8,12,1991,1805,25,8
15,15,154,144,3,0
0,0,339,280,3,1
5,6,5325,4761,118,57
12,18,1085,863,67,31
29,32,351,299,36,31
2,2,173,116,5,3
21,26,1831,1469,43,16
0,0,138,92,19,2
3,3,172,136,1,1
23,25,583,539,6,5
1,2,63,44,1,1
16,35,706,638,4,3
0,0,175,165,3,0
16,22,1041,866,29,12
2,2,4,4,0,0
1,1,31,31,0,0
7,7,362,306,6,2
11,16,263,238,7,0
13,16,209,183,5,2
3,4,17,5,0,0
1,1,35,32,7,1
27,29,572,454,6,9
15,18,318,226,7,4
23,27,765,521,18,14
5,4,373,307,14,6
4,4,472,401,9,4
0,0,204,169,22,9
1,1,122,103,4,3
10,30,3463,3117,35,31
29,36,1734,1347,33,14
1,1,41,31,0,0
1,1,175,158,4,2
4,5,132,122,3,2
8,12,1157,882,46,17
11,13,525,357,13,7
10,14,230,198,3,1
0,4,529,454,6,2
43,46,414,492,7,4
9,7,577,488,8,3
4,3,1027,774,9,7
2,2,96,80,0,0
1,2,965,862,11,10
18,18,329,255,8,5
21,26,831,548,43,19
9,13,378,307,13,3
7,7,50,45,1,0
3,3,1039,955,25,14
11,11,72,42,4,1
10,17,146,123,2,1
3,5,92,71,1,0
9,11,1964,1774,27,5
14,16,152,136,4,0
0,0,340,289,2,1
5,5,5287,4701,105,55
12,18,1175,905,61,25
30,32,381,339,37,31
3,2,175,117,4,2
20,24,1859,1465,49,16
0,0,162,101,11,1
3,3,176,140,1,1
23,25,584,537,5,4
0,0,59,43,3,3
16,35,707,631,6,3
0,0,176,167,4,1
16,23,1068,870,31,16
2,2,4,4,0,0
1,1,30,30,0,0
8,9,363,310,7,1
10,14,278,247,3,0
14,17,210,184,5,2
3,4,14,6,0,0
2,2,37,35,6,1
27,30,570,468,9,10
17,19,313,243,7,3
21,24,810,554,18,14
6,6,363,303,16,7
4,4,458,401,6,1
0,0,196,169,21,9
1,1,112,91,5,4
10,31,3563,3211,47,37
31,38,1804,1376,39,15
1,2,40,31,0,0
1,1,189,181,2,1
4,5,147,134,1,1
8,11,1155,913,37,15
11,12,581,372,21,6
9,12,237,193,2,0
1,5,559,471,4,1
43,46,442,516,5,2
9,8,571,488,11,4
3,3,1048,784,10,6
2,2,94,76,1,0
1,2,985,867,20,12
18,18,333,259,9,7
22,25,831,561,43,20
9,12,375,304,13,4
7,7,45,44,3,1
2,3,1047,965,21,15
11,10,77,48,6,1
10,17,130,112,1,1
4,5,94,71,0,0
8,10,1952,1791,27,6
16,17,146,133,6,1
0,0,345,297,2,1
5,6,5464,4899,109,56
14,18,1324,961,63,29
33,36,390,335,40,34
2,2,198,133,5,2
20,24,1930,1504,50,18
0,0,148,104,6,0
4,4,185,149,1,1
22,24,579,530,6,5
2,2,60,45,4,4
17,37,696,643,11,4
0,0,189,179,3,0
17,23,1115,902,32,18
2,2,4,4,0,0
1,1,24,24,1,0
4,7,345,295,7,3
11,17,300,277,3,1
14,17,202,169,8,5
3,4,26,16,0,0
1,1,38,36,2,2
27,29,583,478,9,8
13,15,342,262,7,3
22,25,839,593,23,15
5,6,361,295,16,7
4,4,444,389,4,2
0,0,209,173,29,8
1,1,104,86,4,3
10,30,3598,3261,40,35
31,38,1864,1451,43,20
1,2,47,29,2,0
3,3,177,167,2,1
4,5,140,126,3,2
9,12,1198,937,31,19
11,12,599,382,24,8
13,15,229,183,3,0
1,4,563,474,10,1
43,45,441,521,7,5
9,8,569,493,11,4
5,3,994,742,8,6
2,2,93,74,0,0
2,2,968,865,22,16
19,18,307,238,10,8
23,26,850,563,46,19
9,12,380,310,9,4
7,7,45,45,3,0
3,3,1043,965,20,15
10,9,70,43,3,1
10,17,141,125,2,2
3,4,101,70,0,0
9,11,1986,1812,24,9
16,17,150,133,10,5
0,0,366,296,7,3
5,5,5410,4871,94,48
12,18,1395,917,67,28
32,37,404,341,42,35
2,2,192,133,4,1
21,24,1898,1484,43,19
0,0,145,101,20,0
4,4,175,139,2,2
23,25,585,535,8,8
1,1,59,46,3,3
16,36,778,673,9,5
0,0,196,179,3,0
16,22,1138,907,31,16
2,2,5,5,0,0
1,1,27,29,0,0
7,7,358,307,5,4
10,17,310,285,5,1
13,16,206,176,7,7
3,4,17,14,0,0
1,1,39,33,1,1
29,31,598,500,9,10
17,19,364,278,12,3
22,26,895,621,19,14
5,4,377,300,19,6
4,4,464,388,11,4
0,0,225,190,16,7
2,2,110,98,2,1
11,31,3660,3310,36,33
31,38,1863,1475,44,19
1,2,35,26,2,0
1,2,174,163,3,2
4,5,149,132,4,3
11,12,1159,906,33,14
11,13,595,368,20,7
14,17,240,198,1,0
0,4,565,487,12,2
43,45,487,540,9,8
9,8,599,522,14,8
5,3,1035,771,6,5
3,3,92,79,1,0
2,2,927,834,15,14
18,18,294,234,11,6
22,26,835,573,56,20
9,12,384,305,6,4
7,7,43,42,5,1
5,5,1061,977,21,13
11,10,76,49,4,2
10,16,126,121,2,2
3,4,99,74,0,0
9,11,2021,1833,24,9
17,17,152,134,4,2
0,0,395,313,7,1
5,5,5582,5002,104,45
12,18,1182,939,65,33
34,37,414,355,38,36
4,4,193,141,9,2
21,23,1991,1531,56,20
8,8,147,95,28,0
4,4,185,147,2,2
23,25,589,534,10,9
1,2,64,49,3,2
18,38,750,648,10,5
0,0,183,168,4,0
16,22,1137,912,31,15
2,2,3,3,0,0
1,1,30,29,1,1
8,7,377,317,4,3
11,16,292,266,5,2
13,16,212,177,7,7
3,4,24,21,0,0
1,1,33,31,1,1
28,31,575,496,12,5
13,16,329,268,13,4
22,26,861,602,24,13
6,4,365,291,22,10
4,4,450,395,4,3
0,0,214,182,19,8
1,1,99,92,1,1
10,31,3698,3356,32,29
30,37,1926,1498,48,20
1,2,28,22,0,0
2,2,183,171,2,1
2,3,140,128,5,5
10,10,1192,898,34,17
10,12,624,371,26,8
12,15,242,199,3,0
0,4,533,485,7,2
43,46,479,569,9,4
7,6,594,518,14,8
2,2,1050,772,7,6
3,2,86,78,0,0
2,2,928,830,19,15
18,19,306,240,8,7
21,25,817,551,38,14
9,12,377,305,10,5
7,7,49,48,3,0
3,3,1082,1009,18,14
11,10,76,49,5,3
10,17,134,122,2,2
3,5,94,74,2,2
9,10,1983,1833,25,7
15,15,154,139,5,1
0,0,387,335,4,4
5,5,5596,5019,97,43
11,18,1162,930,55,24
34,36,382,351,38,37
1,1,195,145,8,2
21,26,2001,1543,72,21
0,0,136,89,26,0
4,4,192,154,2,2
22,24,575,529,4,2
2,2,65,47,2,1
18,37,772,680,11,6
0,0,179,168,4,0
16,22,1103,925,25,14
2,2,3,3,0,0
1,1,30,31,0,0
8,10,375,326,4,2
14,17,299,265,4,2
13,16,228,188,5,4
2,3,28,21,0,0
1,1,34,29,1,1
28,30,602,519,13,6
16,19,335,285,12,5
23,28,903,636,25,12
7,5,393,325,16,8
4,4,480,406,4,3
0,0,211,187,21,8
1,1,99,97,1,1
9,29,3691,3357,34,28
31,38,1945,1534,50,21
1,2,31,22,0,0
2,2,191,178,4,1
3,4,127,119,3,3
9,9,1158,899,33,14
11,12,595,360,19,8
12,14,258,215,5,2
1,5,560,509,9,2
43,45,500,587,11,3
7,6,613,532,23,10
3,2,1051,781,7,6
2,2,87,77,0,0
2,2,917,825,16,15
19,19,303,226,8,8
21,25,839,580,41,15
9,11,376,309,10,4
7,7,47,45,3,0
3,4,1108,1045,27,19
11,11,73,49,4,2
10,16,151,134,4,3
3,5,87,67,2,2
8,10,1920,1800,20,5
16,17,153,142,2,1
0,0,408,341,6,6
5,5,5687,5116,90,41
11,18,1065,841,43,21
33,35,439,405,40,38
1,2,175,127,8,2
21,26,1852,1527,36,18
0,0,136,94,10,0
4,4,187,151,0,0
22,24,569,527,5,3
2,2,59,47,6,2
17,36,776,706,10,6
0,0,183,174,4,0
15,22,1159,957,25,13
2,2,3,3,0,0
3,2,29,29,5,0
8,8,373,325,5,3
12,16,296,278,5,2
14,18,217,195,3,3
2,3,26,15,0,0
1,1,36,31,1,1
27,30,669,525,13,13
18,22,411,317,11,4
23,26,970,676,30,15
7,6,400,337,21,6
4,4,467,396,8,7
0,0,210,175,17,9
1,1,139,126,3,2
11,31,3714,3367,43,36
29,37,1974,1571,48,22
1,1,31,25,0,0
3,3,174,167,1,1
3,4,120,117,2,2
9,12,1162,923,43,18
10,11,612,398,20,9
12,17,257,216,4,3
0,4,587,511,17,5
43,45,487,576,6,2
9,8,617,526,11,7
3,3,1068,786,9,7
2,3,91,73,1,0
1,3,901,785,20,17
19,19,286,219,7,7
20,27,866,595,58,23
7,12,389,315,7,3
8,7,53,46,7,1
2,3,1140,1041,31,19
12,11,71,49,4,2
9,16,150,136,6,3
2,3,94,72,2,2
8,10,1834,1696,19,4
17,17,170,156,4,2
0,0,407,340,8,6
5,6,5697,5094,125,53
12,18,1095,839,89,22
33,35,451,396,44,41
3,3,187,121,6,1
21,25,1870,1536,38,23
0,0,134,98,9,0
3,3,176,137,0,0
23,25,609,566,9,6
1,1,69,52,6,3
16,36,759,691,13,9
0,0,194,179,2,0
16,23,1177,965,23,15
2,2,3,3,0,0
2,2,26,26,0,0
8,9,375,330,19,3
10,15,296,270,9,1
17,18,225,195,6,5
2,3,31,23,0,0
1,1,37,28,2,2
25,29,650,522,14,13
18,24,432,333,9,3
24,26,1013,705,24,16
8,6,397,328,21,6
4,4,477,406,8,6
0,0,207,174,18,8
1,1,121,118,3,2
11,31,3799,3447,42,36
30,39,1933,1532,54,26
1,2,36,25,0,0
3,3,172,163,5,4
3,4,129,124,3,3
9,12,1193,909,39,16
9,11,583,412,22,10
12,16,262,218,2,1
0,4,606,529,12,3
42,45,491,576,6,2
9,9,619,524,8,5
2,2,1054,767,10,8
1,2,95,78,1,0
1,2,859,757,20,18
18,19,278,203,9,9
22,28,908,613,59,24
7,11,399,321,9,3
9,9,55,52,4,0
2,3,1114,1053,27,14
11,11,70,49,3,1
9,16,153,135,4,3
2,3,99,77,4,2
8,10,1855,1698,23,7
17,17,188,195,4,3
0,0,404,346,7,15
11,17,1261,942,95,28
31,34,476,411,47,40
3,3,202,133,12,1
22,25,1889,1507,44,20
0,0,138,94,16,3
4,4,183,143,0,0
23,25,618,575,8,5
1,1,71,52,4,2
16,36,778,714,15,9
0,0,195,176,3,0
17,23,1173,953,22,15
2,2,5,5,0,0
2,2,27,26,0,0
6,7,378,326,19,4
10,15,305,277,5,1
17,18,227,199,6,5
2,3,25,19,0,0
1,1,34,26,2,2
25,30,643,555,16,12
16,20,460,362,11,4
24,25,992,726,26,14
8,6,403,333,18,5
4,4,467,419,15,5
0,0,205,166,18,9
1,1,135,127,4,3
10,31,3891,3540,36,28
32,41,2101,1702,47,22
1,2,44,30,1,0
3,3,180,165,5,5
3,4,141,124,4,3
9,11,1258,959,32,20
10,13,636,430,19,11
14,14,276,232,2,1
0,6,638,554,10,2
43,45,497,580,10,3
9,9,659,540,10,5
4,2,1052,801,11,9
1,2,100,80,0,0
1,2,858,754,16,15
18,19,279,210,10,9
21,29,929,630,55,24
7,12,417,352,7,3
9,9,67,57,6,0
2,4,1164,1108,34,18
11,12,71,46,5,3
10,17,158,131,6,3
4,6,103,84,3,2
9,11,1899,1735,26,12
17,17,190,176,8,1
0,0,423,361,4,7
12,28,1175,950,88,28
33,36,470,421,52,41
3,3,199,140,11,2
23,25,1969,1556,43,25
0,0,124,89,19,3
4,4,181,144,0,0
23,25,622,577,5,4
2,2,71,54,3,2
17,37,815,737,14,8
0,0,203,186,3,1
17,23,1171,987,24,17
2,2,5,5,0,0
3,2,25,27,1,1
6,7,386,331,20,6
13,15,318,285,9,2
15,16,257,217,5,4
2,3,27,20,0,0
1,1,30,26,2,1
25,31,672,576,16,14
16,20,494,376,10,3
25,27,1060,769,21,13
7,7,414,350,12,2
4,4,520,438,7,3
0,0,213,178,24,8
1,1,147,138,5,4
10,31,3980,3633,35,26
31,40,2191,1757,53,22
1,2,41,28,1,0
2,3,181,171,5,5
4,4,140,124,3,3
9,11,1258,975,31,20
12,13,708,460,23,14
15,18,260,223,1,0
1,4,652,583,9,3
41,45,487,578,4,2
9,9,670,562,19,9
2,2,1086,808,15,10
2,2,92,75,0,0
1,2,881,770,16,12
19,19,289,216,13,11
22,29,920,633,58,26
10,13,422,344,6,3
8,8,60,55,3,0
3,4,1237,1167,26,16
12,12,75,49,4,2
9,17,159,139,4,3
4,6,116,83,2,1
8,11,1923,1771,24,10
16,17,219,202,7,2
0,0,407,367,5,7
6,6,4995,4537,179,50
13,29,1264,1036,99,26
32,36,512,452,49,39
2,2,199,156,6,2
24,27,2104,1618,50,23
0,0,145,93,35,3
3,3,192,153,1,1
23,24,655,602,5,4
1,2,72,56,2,1
17,37,862,784,18,14
0,0,217,189,3,1
16,20,1232,1035,22,16
2,2,6,6,0,0
2,2,25,27,0,0
9,11,411,357,19,4
12,16,305,287,5,1
15,16,254,221,5,4
2,3,29,22,0,0
1,1,33,26,1,1
26,31,715,600,19,15
15,18,489,391,11,3
24,27,1113,808,21,15
7,7,429,366,20,3
4,4,506,445,8,3
0,0,227,192,28,12
1,1,150,142,5,3
12,33,4128,3718,45,35
9,14,1674,1332,9,6
1,1,36,30,0,0
3,3,188,180,4,4
4,4,146,139,4,2
10,11,1282,1002,37,16
12,13,680,473,18,12
13,18,288,241,2,1
0,4,692,602,5,1
41,45,511,600,6,2
9,9,700,596,13,11
2,2,1093,823,15,11
2,2,85,72,0,0
1,2,869,749,11,10
18,20,298,218,19,15
22,28,950,649,51,26
9,14,432,362,15,4
9,9,63,59,3,1
4,4,1308,1212,27,19
12,12,80,51,1,1
9,17,166,149,3,3
3,5,122,84,2,1
9,12,1931,1771,24,9
15,16,215,188,7,2
0,0,421,377,5,6
12,27,1346,1117,95,29
33,36,563,496,49,43
3,3,213,151,10,2
18,24,2263,1809,42,21
8,8,148,95,26,2
4,4,194,156,1,1
23,24,694,641,4,3
2,2,82,61,3,2
20,40,909,845,18,16
0,0,220,193,3,0
16,20,1288,1091,30,18
2,2,5,5,0,0
2,2,26,27,1,0
9,11,446,389,18,4
12,16,333,297,7,1
15,16,252,213,7,4
2,3,28,22,1,1
1,1,26,22,1,1
28,33,704,630,15,9
14,16,442,359,10,3
24,28,1096,833,36,13
6,5,421,374,15,6
4,4,524,456,4,3
0,0,235,198,20,10
1,1,146,133,3,2
11,32,4093,3729,43,30
8,13,1674,1334,20,10
1,2,39,29,0,0
2,2,201,189,3,2
2,3,148,139,4,2
11,11,1306,1012,37,15
11,11,714,503,16,13
12,16,286,249,3,0
1,5,691,612,13,3
42,46,535,617,7,1
7,7,701,596,17,12
3,3,1108,840,12,10
3,2,89,71,2,1
1,2,856,760,19,14
19,20,306,232,16,13
22,26,980,686,39,18
10,12,437,372,12,4
9,10,62,58,0,0
3,3,1299,1198,26,15
11,11,82,56,1,1
9,17,170,149,3,3
5,7,95,80,2,1
7,8,1954,1803,16,5
15,16,221,201,8,3
0,0,438,386,5,6
6,7,6081,5507,154,45
9,28,1393,1143,50,21
35,39,579,513,54,43
2,1,230,163,11,2
18,23,2153,1667,47,19
0,0,145,96,24,1
4,4,194,155,0,0
22,23,733,691,5,2
2,3,93,69,2,1
18,38,971,872,18,18
0,0,217,196,6,0
15,20,1335,1118,29,21
2,2,5,5,0,0
2,2,24,23,0,0
7,9,429,375,5,3
14,18,327,307,9,2
15,16,228,207,5,4
2,3,34,22,2,1
1,1,24,21,1,1
28,33,762,668,15,8
13,16,466,393,11,3
25,28,1108,873,32,13
6,7,420,370,10,7
4,4,495,415,5,4
0,0,223,197,25,9
1,1,159,149,3,3
11,32,4064,3760,42,33
8,12,1679,1370,22,11
1,2,37,29,0,0
2,2,219,205,5,4
2,3,135,126,4,2
11,12,1270,1019,33,12
15,12,725,518,20,12
12,15,307,264,4,0
1,6,695,631,8,2
43,46,568,661,3,1
7,7,731,610,29,13
2,2,1118,857,10,10
2,2,82,68,1,0
2,3,868,755,22,13
18,20,303,234,14,13
24,28,957,716,43,24
10,12,469,398,16,4
9,9,60,57,1,0
2,2,1324,1228,20,14
11,11,82,63,1,1
9,17,174,154,3,2
3,6,101,84,2,1
7,8,1951,1826,22,8
14,16,213,203,4,2
0,0,469,421,7,7
6,8,6142,5554,155,48
12,28,1411,1183,40,16
34,37,601,553,47,41
2,2,239,163,7,2
23,27,2036,1675,54,30
0,0,146,107,16,2
4,4,201,162,0,0
21,22,740,702,4,2
1,2,89,72,1,1
20,40,951,881,16,14
0,0,218,204,4,0
17,20,1370,1143,19,12
2,2,5,5,0,0
2,2,27,24,2,0
7,9,439,378,5,1
14,17,358,318,7,2
15,16,246,226,5,3
2,3,32,26,2,1
1,1,22,20,1,0
28,33,864,710,11,11
13,17,532,429,10,3
25,29,1219,937,29,13
8,6,451,393,19,10
4,4,500,423,4,4
0,0,226,189,25,10
2,2,176,163,2,1
10,31,4156,3792,43,34
32,37,2416,2009,55,24
1,1,35,30,0,0
3,2,213,194,3,3
3,4,138,132,4,2
11,13,1352,1030,33,14
12,12,749,530,19,13
14,18,329,272,5,3
1,4,773,689,10,2
42,46,563,661,6,1
9,8,793,654,21,16
3,3,1090,832,11,8
1,2,83,71,1,1
2,3,826,731,20,16
19,20,295,225,16,13
24,29,960,714,56,23
9,14,476,397,12,4
9,9,57,55,1,0
1,2,1333,1223,19,14
12,12,87,71,1,1
9,16,183,154,3,1
4,7,92,80,1,0
8,10,2007,1825,25,10
17,19,207,199,6,2
0,0,493,435,5,10
6,7,6117,5558,163,48
14,30,1407,1182,54,19
32,35,615,567,50,44
1,1,209,155,6,2
21,26,2031,1685,49,25
0,0,141,108,16,2
4,4,202,164,0,0
21,22,771,722,7,5
1,1,92,72,0,0
17,35,944,863,16,12
0,0,231,208,4,0
16,20,1379,1158,16,10
2,2,4,4,0,0
2,2,23,23,1,0
9,10,459,400,17,1
11,16,336,318,10,1
15,17,295,257,3,2
2,3,31,23,2,1
1,1,32,27,1,0
27,33,841,709,16,14
14,18,567,441,11,3
25,29,1258,974,23,11
7,7,424,379,21,11
4,4,530,435,7,4
0,0,225,178,24,11
2,2,169,156,1,1
9,30,4204,3815,61,48
31,37,2456,2027,55,23
1,1,46,32,5,0
3,2,212,192,4,4
3,4,127,122,3,2
11,12,1359,1069,33,14
11,13,764,512,20,13
16,19,337,285,2,1
0,4,785,698,10,3
43,46,572,667,4,1
8,8,767,632,17,14
2,2,986,709,6,1
1,2,95,81,0,0
2,3,815,729,23,16
19,20,315,224,15,13
25,29,998,704,60,24
8,13,501,438,13,3
10,9,56,55,3,3
2,2,1320,1262,21,13
12,12,91,72,2,2
9,16,169,150,2,1
4,7,91,80,0,0
8,10,2001,1793,27,15
18,18,203,201,5,2
0,0,490,445,7,13
6,6,6081,5545,166,48
15,31,1566,1228,44,18
34,35,620,568,50,45
2,2,220,160,7,3
21,26,2085,1687,45,24
0,0,161,110,20,2
4,4,206,167,0,0
22,23,775,724,7,5
1,1,86,71,1,1
17,36,979,865,23,19
0,0,218,199,7,0
16,20,1411,1167,22,14
2,2,2,2,0,0
2,2,22,22,1,0
6,8,483,413,18,2
10,16,363,328,9,3
17,19,307,269,4,3
